id,climate,region,forest_type,land_use_type,threshold,value,threshold_min,threshold_max,value_min,value_max,"Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, table 4.4."
1085,Cool Temperate,Southern Asia,Plantation,Mountain System,,0.233,N/A,N/A,0.0233,0.4427,
1086,Cool Temperate,Western Asia,Plantation,Mountain System,,0.233,N/A,N/A,0.0233,0.4427,
1087,Cool Temperate,Europe,Plantation,Mountain System,,0.22,N/A,N/A,#N/A,#N/A,
1088,Cool Temperate,Oceania,Plantation,Mountain System,,0.201,N/A,N/A,#N/A,#N/A,
1089,Cool Temperate,North America,Plantation,Mountain System,,0.22,N/A,N/A,#N/A,#N/A,
1090,Cool Temperate,South America,Plantation,Mountain System,,0.22,N/A,N/A,#N/A,#N/A,
1091,Cool Temperate,Central America,Plantation,Mountain System,,0.22,N/A,N/A,#N/A,#N/A,
1092,Cool Temperate,Caribbean,Plantation,Mountain System,,0.22,N/A,N/A,#N/A,#N/A,
1093,Cool Temperate,Central Africa,Plantation,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1094,Cool Temperate,Northern Africa,Plantation,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1095,Cool Temperate,Southern Africa,Plantation,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1096,Cool Temperate,Western Africa,Plantation,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1097,Cool Temperate,Central Asia,Plantation,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1098,Cool Temperate,Eastern Asia,Plantation,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1099,Cool Temperate,South-Eastern Asia,Plantation,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1100,Cool Temperate,Southern Asia,Plantation,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1101,Cool Temperate,Western Asia,Plantation,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1102,Cool Temperate,Europe,Plantation,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1103,Cool Temperate,Oceania,Plantation,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1104,Cool Temperate,North America,Plantation,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1105,Cool Temperate,South America,Plantation,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1106,Cool Temperate,Central America,Plantation,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1107,Cool Temperate,Caribbean,Plantation,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1108,Cool Temperate,Central Africa,Plantation,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1109,Cool Temperate,Northern Africa,Plantation,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1110,Cool Temperate,Southern Africa,Plantation,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1111,Cool Temperate,Western Africa,Plantation,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1112,Cool Temperate,Central Asia,Plantation,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1113,Cool Temperate,Eastern Asia,Plantation,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1114,Cool Temperate,South-Eastern Asia,Plantation,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1115,Cool Temperate,Southern Asia,Plantation,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1116,Cool Temperate,Western Asia,Plantation,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1117,Cool Temperate,Europe,Plantation,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1118,Cool Temperate,Oceania,Plantation,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1119,Cool Temperate,North America,Plantation,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1120,Cool Temperate,South America,Plantation,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1121,Cool Temperate,Central America,Plantation,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1122,Cool Temperate,Caribbean,Plantation,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1123,Boreal,Central Africa,Natural,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1124,Boreal,Northern Africa,Natural,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1125,Boreal,Southern Africa,Natural,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1126,Boreal,Western Africa,Natural,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1127,Boreal,Central Asia,Natural,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1128,Boreal,Eastern Asia,Natural,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1129,Boreal,South-Eastern Asia,Natural,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1130,Boreal,Southern Asia,Natural,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1131,Boreal,Western Asia,Natural,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1132,Boreal,Europe,Natural,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1133,Boreal,Oceania,Natural,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1134,Boreal,North America,Natural,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1135,Boreal,South America,Natural,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1136,Boreal,Central America,Natural,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1137,Boreal,Caribbean,Natural,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1138,Boreal,Central Africa,Natural,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1139,Boreal,Northern Africa,Natural,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1140,Boreal,Southern Africa,Natural,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1141,Boreal,Western Africa,Natural,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1142,Boreal,Central Asia,Natural,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1143,Boreal,Eastern Asia,Natural,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1144,Boreal,South-Eastern Asia,Natural,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1145,Boreal,Southern Asia,Natural,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1146,Boreal,Western Asia,Natural,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1147,Boreal,Europe,Natural,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1148,Boreal,Oceania,Natural,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1149,Boreal,North America,Natural,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1150,Boreal,South America,Natural,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1151,Boreal,Central America,Natural,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1152,Boreal,Caribbean,Natural,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1153,Boreal,Central Africa,Natural,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1154,Boreal,Northern Africa,Natural,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1155,Boreal,Southern Africa,Natural,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1156,Boreal,Western Africa,Natural,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1157,Boreal,Central Asia,Natural,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1158,Boreal,Eastern Asia,Natural,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1159,Boreal,South-Eastern Asia,Natural,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1160,Boreal,Southern Asia,Natural,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1161,Boreal,Western Asia,Natural,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1162,Boreal,Europe,Natural,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1163,Boreal,Oceania,Natural,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1164,Boreal,North America,Natural,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1165,Boreal,South America,Natural,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1166,Boreal,Central America,Natural,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1167,Boreal,Caribbean,Natural,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1168,Boreal,Central Africa,Plantation,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1169,Boreal,Northern Africa,Plantation,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1170,Boreal,Southern Africa,Plantation,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1171,Boreal,Western Africa,Plantation,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1172,Boreal,Central Asia,Plantation,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1173,Boreal,Eastern Asia,Plantation,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1174,Boreal,South-Eastern Asia,Plantation,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1175,Boreal,Southern Asia,Plantation,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1176,Boreal,Western Asia,Plantation,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1177,Boreal,Europe,Plantation,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1178,Boreal,Oceania,Plantation,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1179,Boreal,North America,Plantation,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1180,Boreal,South America,Plantation,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1181,Boreal,Central America,Plantation,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1182,Boreal,Caribbean,Plantation,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1183,Boreal,Central Africa,Plantation,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1184,Boreal,Northern Africa,Plantation,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1185,Boreal,Southern Africa,Plantation,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1186,Boreal,Western Africa,Plantation,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1187,Boreal,Central Asia,Plantation,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1188,Boreal,Eastern Asia,Plantation,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1189,Boreal,South-Eastern Asia,Plantation,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1190,Boreal,Southern Asia,Plantation,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1191,Boreal,Western Asia,Plantation,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1192,Boreal,Europe,Plantation,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1193,Boreal,Oceania,Plantation,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1194,Boreal,North America,Plantation,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1195,Boreal,South America,Plantation,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1196,Boreal,Central America,Plantation,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1197,Boreal,Caribbean,Plantation,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1198,Boreal,Central Africa,Plantation,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1199,Boreal,Northern Africa,Plantation,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1200,Boreal,Southern Africa,Plantation,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1201,Boreal,Western Africa,Plantation,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1202,Boreal,Central Asia,Plantation,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1203,Boreal,Eastern Asia,Plantation,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1204,Boreal,South-Eastern Asia,Plantation,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1205,Boreal,Southern Asia,Plantation,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1206,Boreal,Western Asia,Plantation,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1207,Boreal,Europe,Plantation,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1208,Boreal,Oceania,Plantation,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1209,Boreal,North America,Plantation,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1210,Boreal,South America,Plantation,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1211,Boreal,Central America,Plantation,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1212,Boreal,Caribbean,Plantation,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1243,Tropical,Eastern Africa,Natural,Rainforest,125,0.825,N/A,N/A,0.0825,1.5675,
1244,Tropical,Eastern Africa,Natural,Moist Deciduous Forest,125,0.232,N/A,N/A,0.0232,0.4408,
1245,Tropical,Eastern Africa,Natural,Dry Forest,125,0.332,N/A,N/A,0.085,0.579,
1246,Tropical,Eastern Africa,Natural,Shrubland,125,0.4,N/A,N/A,#N/A,#N/A,
1247,Tropical,Eastern Africa,Plantation,Rainforest,125,0.37,N/A,N/A,#N/A,#N/A,
1248,Tropical,Eastern Africa,Plantation,Moist Deciduous Forest,125,0.2,N/A,N/A,0.09,0.25,
1249,Tropical,Eastern Africa,Plantation,Dry Forest,125,0.56,N/A,N/A,0.28,0.68,
1250,Tropical,Eastern Africa,Plantation,Shrubland,125,0.4,N/A,N/A,#N/A,#N/A,
1251,Warm Temperate,Eastern Africa,Natural,Humid Forest,125,0.232,N/A,N/A,0.0232,0.4408,
1252,Warm Temperate,Eastern Africa,Natural,Dry Forest,125,0.56,N/A,N/A,0.28,0.68,
1253,Warm Temperate,Eastern Africa,Natural,Steppe,125,0.32,N/A,N/A,0.26,0.71,
1254,Warm Temperate,Eastern Africa,Natural,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
1255,Warm Temperate,Eastern Africa,Plantation,Humid Forest,125,0.2,N/A,N/A,0.09,0.25,
1256,Warm Temperate,Eastern Africa,Plantation,Dry Forest,125,0.56,N/A,N/A,0.285,0.68,
1257,Warm Temperate,Eastern Africa,Plantation,Steppe,125,0.32,N/A,N/A,0.26,0.71,
1258,Warm Temperate,Eastern Africa,Plantation,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
1259,Cool Temperate,Eastern Africa,Natural,Oceanic Forest,125,0.44,N/A,N/A,0.044,0.836,
1260,Cool Temperate,Eastern Africa,Natural,Continental Forest,125,0.44,N/A,N/A,0.044,0.836,
1261,Cool Temperate,Eastern Africa,Natural,Mountain System,125,0.44,N/A,N/A,0.044,0.836,
1262,Cool Temperate,Eastern Africa,Natural,Steppe,125,0.44,N/A,N/A,0.044,0.836,
1263,Cool Temperate,Eastern Africa,Plantation,Oceanic Forest,125,0.44,N/A,N/A,0.044,0.836,
1264,Cool Temperate,Eastern Africa,Plantation,Continental Forest,125,0.44,N/A,N/A,0.044,0.836,
1265,Cool Temperate,Eastern Africa,Plantation,Mountain System,125,0.44,N/A,N/A,0.044,0.836,
1266,Cool Temperate,Eastern Africa,Plantation,Desert,125,0.44,N/A,N/A,0.044,0.836,
1267,Boreal,Eastern Africa,Natural,Coniferous Forest,75,0.39,N/A,N/A,0.025,0.755,
1268,Boreal,Eastern Africa,Natural,Tundra Woodland,75,0.39,N/A,N/A,0.025,0.755,
1269,Boreal,Eastern Africa,Natural,Mountain System,75,0.39,N/A,N/A,0.025,0.755,
1270,Boreal,Eastern Africa,Plantation,Coniferous Forest,75,0.39,N/A,N/A,0.025,0.755,
1271,Boreal,Eastern Africa,Plantation,Tundra Woodland,75,0.39,N/A,N/A,0.025,0.755,
1272,Boreal,Eastern Africa,Plantation,Mountain System,75,0.39,N/A,N/A,0.025,0.755,
1275,Tropical,Eastern Africa,Natural,Rainforest,,0.532,N/A,N/A,0.0532,1.0108,
1276,Tropical,Eastern Africa,Natural,Moist Deciduous Forest,,0.232,N/A,N/A,0.0232,0.4408,
1277,Tropical,Eastern Africa,Natural,Dry Forest,,0.379,N/A,N/A,0.339,0.419,
1278,Tropical,Eastern Africa,Natural,Shrubland,,0.4,N/A,N/A,#N/A,#N/A,
1279,Tropical,Eastern Africa,Plantation,Rainforest,,0.37,N/A,N/A,#N/A,#N/A,
1280,Tropical,Eastern Africa,Plantation,Moist Deciduous Forest,,0.24,N/A,N/A,0.13,0.35,
1281,Tropical,Eastern Africa,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
1282,Tropical,Eastern Africa,Plantation,Shrubland,,0.4,N/A,N/A,#N/A,#N/A,
1283,Warm Temperate,Eastern Africa,Natural,Humid Forest,,0.232,N/A,N/A,0.0232,0.4408,
1284,Warm Temperate,Eastern Africa,Natural,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
1285,Warm Temperate,Eastern Africa,Natural,Steppe,,0.32,N/A,N/A,0.26,0.71,
1286,Warm Temperate,Eastern Africa,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
1287,Warm Temperate,Eastern Africa,Plantation,Humid Forest,,0.24,N/A,N/A,0.13,0.35,
1288,Warm Temperate,Eastern Africa,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
1289,Warm Temperate,Eastern Africa,Plantation,Steppe,,0.32,N/A,N/A,0.26,0.71,
1290,Warm Temperate,Eastern Africa,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
1291,Cool Temperate,Eastern Africa,Natural,Oceanic Forest,,0.22,N/A,N/A,#N/A,#N/A,
1292,Cool Temperate,Eastern Africa,Natural,Continental Forest,,0.22,N/A,N/A,#N/A,#N/A,
1293,Cool Temperate,Eastern Africa,Natural,Mountain System,,0.22,N/A,N/A,#N/A,#N/A,
1294,Cool Temperate,Eastern Africa,Natural,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1295,Cool Temperate,Eastern Africa,Natural,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1296,Cool Temperate,Eastern Africa,Plantation,Oceanic Forest,,0.22,N/A,N/A,#N/A,#N/A,
1297,Cool Temperate,Eastern Africa,Plantation,Continental Forest,,0.22,N/A,N/A,#N/A,#N/A,
1298,Cool Temperate,Eastern Africa,Plantation,Mountain System,,0.22,N/A,N/A,#N/A,#N/A,
1299,Cool Temperate,Eastern Africa,Plantation,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1300,Cool Temperate,Eastern Africa,Plantation,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1301,Boreal,Eastern Africa,Natural,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1302,Boreal,Eastern Africa,Natural,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1303,Boreal,Eastern Africa,Natural,Mountain System,,0.24,N/A,N/A,0.13,0.35,
1304,Boreal,Eastern Africa,Plantation,Coniferous Forest,,0.24,N/A,N/A,0.13,0.35,
1305,Boreal,Eastern Africa,Plantation,Tundra Woodland,,0.24,N/A,N/A,0.13,0.35,
1306,Boreal,Eastern Africa,Plantation,Mountain System,,0.24,N/A,N/A,0.13,0.35,
718,Tropical Montane,Central Africa,Plantation,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
1232,Tropical Montane,Central Asia,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
1217,Tropical Montane,Central Asia,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
1239,Tropical Montane,North America,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
708,Tropical Montane,Eastern Asia,Natural,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
713,Tropical Montane,Oceania,Natural,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
1228,Tropical Montane,Central Africa,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
732,Tropical Montane,Caribbean,Plantation,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
1229,Tropical Montane,Northern Africa,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
706,Tropical Montane,Western Africa,Natural,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
1230,Tropical Montane,Southern Africa,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
1274,Tropical Montane,Eastern Africa,Plantation,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
1234,Tropical Montane,South-Eastern Asia,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
1226,Tropical Montane,Central America,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
712,Tropical Montane,Europe,Natural,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
1224,Tropical Montane,North America,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
1241,Tropical Montane,Central America,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
1220,Tropical Montane,Southern Asia,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
723,Tropical Montane,Eastern Asia,Plantation,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
1219,Tropical Montane,South-Eastern Asia,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
1307,Tropical Montane,Eastern Africa,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
1213,Tropical Montane,Central Africa,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
729,Tropical Montane,North America,Plantation,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
1242,Tropical Montane,Caribbean,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
722,Tropical Montane,Central Asia,Plantation,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
1273,Tropical Montane,Eastern Africa,Natural,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
724,Tropical Montane,South-Eastern Asia,Plantation,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
711,Tropical Montane,Western Asia,Natural,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
707,Tropical Montane,Central Asia,Natural,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
1237,Tropical Montane,Europe,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
1222,Tropical Montane,Europe,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
1235,Tropical Montane,Southern Asia,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
714,Tropical Montane,North America,Natural,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
715,Tropical Montane,South America,Natural,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
1236,Tropical Montane,Western Asia,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
726,Tropical Montane,Western Asia,Plantation,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
1215,Tropical Montane,Southern Africa,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
1216,Tropical Montane,Western Africa,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
1308,Tropical Montane,Eastern Africa,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
704,Tropical Montane,Northern Africa,Natural,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
719,Tropical Montane,Northern Africa,Plantation,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
717,Tropical Montane,Caribbean,Natural,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
716,Tropical Montane,Central America,Natural,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
1240,Tropical Montane,South America,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
1225,Tropical Montane,South America,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
1223,Tropical Montane,Oceania,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
703,Tropical Montane,Central Africa,Natural,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
1238,Tropical Montane,Oceania,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
710,Tropical Montane,Southern Asia,Natural,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
730,Tropical Montane,South America,Plantation,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
728,Tropical Montane,Oceania,Plantation,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
725,Tropical Montane,Southern Asia,Plantation,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
1218,Tropical Montane,Eastern Asia,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
709,Tropical Montane,South-Eastern Asia,Natural,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
731,Tropical Montane,Central America,Plantation,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
1214,Tropical Montane,Northern Africa,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
721,Tropical Montane,Western Africa,Plantation,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
727,Tropical Montane,Europe,Plantation,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
705,Tropical Montane,Southern Africa,Natural,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
1221,Tropical Montane,Western Asia,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
1231,Tropical Montane,Western Africa,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
1227,Tropical Montane,Caribbean,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
720,Tropical Montane,Southern Africa,Plantation,Mountain System,125,0.27,N/A,N/A,0.27,0.28,
1233,Tropical Montane,Eastern Asia,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
