id,climate,moisture,module_type,peat_type,site_location_type,co2,co2_unit,doc,doc_unit,ch4,ch4_unit,n2o,n2o_unit,co2_min,co2_max,doc_min,doc_max,ch4_min,ch4_max,n2o_min,n2o_max,"Source: 2013 Supplement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories: Wetlands, IPCC (2014), tables 2.1, 2.2, 2.3, 2.4, 2.5."
661,Tropical Montane,Dry,(4) Annual Cropland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.82,tC/ha/yr,2259,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.56,1.14,599,3919,#N/A,#N/A,
662,Boreal,Dry,(5) Perennial Cropland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.12,tC/ha/yr,1165,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.07,0.19,335,1995,#N/A,#N/A,
663,Boreal,Moist,(5) Perennial Cropland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.12,tC/ha/yr,1165,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.07,0.19,335,1995,#N/A,#N/A,
664,Cool Temperate,Dry,(5) Perennial Cropland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.31,tC/ha/yr,1165,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.19,0.46,335,1995,#N/A,#N/A,
665,Cool Temperate,Moist,(5) Perennial Cropland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.31,tC/ha/yr,1165,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.19,0.46,335,1995,#N/A,#N/A,
666,Warm Temperate,Dry,(5) Perennial Cropland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.31,tC/ha/yr,1165,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.19,0.46,335,1995,#N/A,#N/A,
667,Warm Temperate,Moist,(5) Perennial Cropland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.31,tC/ha/yr,1165,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.19,0.46,335,1995,#N/A,#N/A,
668,Tropical,Dry,(5) Perennial Cropland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.82,tC/ha/yr,2259,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.56,1.14,599,3919,#N/A,#N/A,
669,Tropical,Moist,(5) Perennial Cropland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.82,tC/ha/yr,2259,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.56,1.14,599,3919,#N/A,#N/A,
670,Tropical,Wet,(5) Perennial Cropland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.82,tC/ha/yr,2259,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.56,1.14,599,3919,#N/A,#N/A,
671,Tropical Montane,Dry,(5) Perennial Cropland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.82,tC/ha/yr,2259,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.56,1.14,599,3919,#N/A,#N/A,
672,Boreal,Dry,(6) Flooded Rice (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.12,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.07,0.19,#N/A,#N/A,#N/A,#N/A,
673,Boreal,Moist,(6) Flooded Rice (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.12,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.07,0.19,#N/A,#N/A,#N/A,#N/A,
674,Cool Temperate,Dry,(6) Flooded Rice (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.31,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.19,0.46,#N/A,#N/A,#N/A,#N/A,
675,Cool Temperate,Moist,(6) Flooded Rice (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.31,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.19,0.46,#N/A,#N/A,#N/A,#N/A,
676,Warm Temperate,Dry,(6) Flooded Rice (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.31,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.19,0.46,#N/A,#N/A,#N/A,#N/A,
677,Warm Temperate,Moist,(6) Flooded Rice (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.31,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.19,0.46,#N/A,#N/A,#N/A,#N/A,
678,Tropical,Dry,(6) Flooded Rice (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.82,tC/ha/yr,2259,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.56,1.14,599,3919,#N/A,#N/A,
679,Tropical,Moist,(6) Flooded Rice (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.82,tC/ha/yr,2259,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.56,1.14,599,3919,#N/A,#N/A,
680,Tropical,Wet,(6) Flooded Rice (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.82,tC/ha/yr,2259,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.56,1.14,599,3919,#N/A,#N/A,
681,Tropical Montane,Dry,(6) Flooded Rice (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.82,tC/ha/yr,2259,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.56,1.14,599,3919,#N/A,#N/A,
682,Boreal,Dry,(7) Grassland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.12,tC/ha/yr,527,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.07,0.19,285,769,#N/A,#N/A,
683,Boreal,Moist,(7) Grassland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.12,tC/ha/yr,527,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.07,0.19,285,769,#N/A,#N/A,
684,Cool Temperate,Dry,(7) Grassland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.31,tC/ha/yr,527,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.19,0.46,285,769,#N/A,#N/A,
685,Cool Temperate,Moist,(7) Grassland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.31,tC/ha/yr,527,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.19,0.46,285,769,#N/A,#N/A,
686,Warm Temperate,Dry,(7) Grassland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.31,tC/ha/yr,527,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.19,0.46,285,769,#N/A,#N/A,
687,Warm Temperate,Moist,(7) Grassland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.31,tC/ha/yr,527,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.19,0.46,285,769,#N/A,#N/A,
688,Tropical,Dry,(7) Grassland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.82,tC/ha/yr,2259,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.56,1.14,599,3919,#N/A,#N/A,
689,Tropical,Moist,(7) Grassland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.82,tC/ha/yr,2259,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.56,1.14,599,3919,#N/A,#N/A,
690,Tropical,Wet,(7) Grassland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.82,tC/ha/yr,2259,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.56,1.14,599,3919,#N/A,#N/A,
691,Tropical Montane,Dry,(7) Grassland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.82,tC/ha/yr,2259,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.56,1.14,599,3919,#N/A,#N/A,
692,Boreal,Dry,(23) Settlement (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
693,Boreal,Moist,(23) Settlement (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
694,Cool Temperate,Dry,(23) Settlement (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
695,Cool Temperate,Moist,(23) Settlement (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
696,Warm Temperate,Dry,(23) Settlement (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
697,Warm Temperate,Moist,(23) Settlement (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
698,Tropical,Dry,(23) Settlement (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
699,Tropical,Moist,(23) Settlement (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
700,Tropical,Wet,(23) Settlement (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
701,Tropical Montane,Dry,(23) Settlement (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
702,Boreal,Dry,(54) OtherLandUse,Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
703,Boreal,Moist,(54) OtherLandUse,Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
